external_id,category,source,label,scientific_name,data_type,count,period_start,period_end,country,region,province,location,lat,lon,radius_km,color,url_source,notes
VECTORNET-CURATED-2026-IXODES-RICINUS-BOLOGNA,vectors,VECTORNET_CURATED,Ixodes ricinus,Ixodes ricinus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Emilia-Romagna,Bologna,Bologna,44.4949,11.3426,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Ixodes ricinus is an important tick vector; area layer centred on the menu city. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-IXODES-RICINUS-PARMA,vectors,VECTORNET_CURATED,Ixodes ricinus,Ixodes ricinus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Emilia-Romagna,Parma,Parma,44.8015,10.3279,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Ixodes ricinus is an important tick vector; area layer centred on the menu city. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-IXODES-RICINUS-FIRENZE,vectors,VECTORNET_CURATED,Ixodes ricinus,Ixodes ricinus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Toscana,Firenze,Firenze,43.7696,11.2558,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Ixodes ricinus is an important tick vector; area layer centred on the menu city. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-RHIPICEPHALUS-SANGUINEUS-TORINO,vectors,VECTORNET_CURATED,Rhipicephalus sanguineus,Rhipicephalus sanguineus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Piemonte,Torino,Torino,45.0703,7.6869,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Rhipicephalus sanguineus is a dog-associated tick vector; area layer centred on the menu city. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-RHIPICEPHALUS-SANGUINEUS-CUNEO,vectors,VECTORNET_CURATED,Rhipicephalus sanguineus,Rhipicephalus sanguineus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Piemonte,Cuneo,Cuneo,44.3845,7.5427,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Rhipicephalus sanguineus is a dog-associated tick vector; area layer centred on the menu city. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-RHIPICEPHALUS-SANGUINEUS-MILANO,vectors,VECTORNET_CURATED,Rhipicephalus sanguineus,Rhipicephalus sanguineus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Lombardia,Milano,Milano,45.4642,9.1900,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Rhipicephalus sanguineus is a dog-associated tick vector; area layer centred on the menu city. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-RHIPICEPHALUS-SANGUINEUS-PAVIA,vectors,VECTORNET_CURATED,Rhipicephalus sanguineus,Rhipicephalus sanguineus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Lombardia,Pavia,Pavia,45.1847,9.1582,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Rhipicephalus sanguineus is a dog-associated tick vector; area layer centred on the menu city. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-RHIPICEPHALUS-SANGUINEUS-BRESCIA,vectors,VECTORNET_CURATED,Rhipicephalus sanguineus,Rhipicephalus sanguineus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Lombardia,Brescia,Brescia,45.5416,10.2118,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Rhipicephalus sanguineus is a dog-associated tick vector; area layer centred on the menu city. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-RHIPICEPHALUS-SANGUINEUS-GENOVA,vectors,VECTORNET_CURATED,Rhipicephalus sanguineus,Rhipicephalus sanguineus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Liguria,Genova,Genova,44.4048,8.9444,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Rhipicephalus sanguineus is a dog-associated tick vector; area layer centred on the menu city. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-RHIPICEPHALUS-SANGUINEUS-VERONA,vectors,VECTORNET_CURATED,Rhipicephalus sanguineus,Rhipicephalus sanguineus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Veneto,Verona,Verona,45.4384,10.9916,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Rhipicephalus sanguineus is a dog-associated tick vector; area layer centred on the menu city. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-RHIPICEPHALUS-SANGUINEUS-PADOVA,vectors,VECTORNET_CURATED,Rhipicephalus sanguineus,Rhipicephalus sanguineus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Veneto,Padova,Padova,45.4064,11.8768,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Rhipicephalus sanguineus is a dog-associated tick vector; area layer centred on the menu city. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-RHIPICEPHALUS-SANGUINEUS-BOLOGNA,vectors,VECTORNET_CURATED,Rhipicephalus sanguineus,Rhipicephalus sanguineus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Emilia-Romagna,Bologna,Bologna,44.4949,11.3426,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Rhipicephalus sanguineus is a dog-associated tick vector; area layer centred on the menu city. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-RHIPICEPHALUS-SANGUINEUS-PARMA,vectors,VECTORNET_CURATED,Rhipicephalus sanguineus,Rhipicephalus sanguineus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Emilia-Romagna,Parma,Parma,44.8015,10.3279,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Rhipicephalus sanguineus is a dog-associated tick vector; area layer centred on the menu city. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-RHIPICEPHALUS-SANGUINEUS-FIRENZE,vectors,VECTORNET_CURATED,Rhipicephalus sanguineus,Rhipicephalus sanguineus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Toscana,Firenze,Firenze,43.7696,11.2558,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Rhipicephalus sanguineus is a dog-associated tick vector; area layer centred on the menu city. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-RHIPICEPHALUS-SANGUINEUS-GROSSETO,vectors,VECTORNET_CURATED,Rhipicephalus sanguineus,Rhipicephalus sanguineus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Toscana,Grosseto,Grosseto,42.7635,11.1124,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Rhipicephalus sanguineus is a dog-associated tick vector; area layer centred on the menu city. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-RHIPICEPHALUS-SANGUINEUS-ROMA,vectors,VECTORNET_CURATED,Rhipicephalus sanguineus,Rhipicephalus sanguineus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Lazio,Roma,Roma,41.9028,12.4964,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Rhipicephalus sanguineus is a dog-associated tick vector; area layer centred on the menu city. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-RHIPICEPHALUS-SANGUINEUS-NAPOLI,vectors,VECTORNET_CURATED,Rhipicephalus sanguineus,Rhipicephalus sanguineus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Campania,Napoli,Napoli,40.8518,14.2681,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Rhipicephalus sanguineus is a dog-associated tick vector; area layer centred on the menu city. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-RHIPICEPHALUS-SANGUINEUS-CASERTA,vectors,VECTORNET_CURATED,Rhipicephalus sanguineus,Rhipicephalus sanguineus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Campania,Caserta,Caserta,41.0747,14.3324,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Rhipicephalus sanguineus is a dog-associated tick vector; area layer centred on the menu city. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-RHIPICEPHALUS-SANGUINEUS-BARI,vectors,VECTORNET_CURATED,Rhipicephalus sanguineus,Rhipicephalus sanguineus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Puglia,Bari,Bari,41.1171,16.8719,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Rhipicephalus sanguineus is a dog-associated tick vector; area layer centred on the menu city. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-RHIPICEPHALUS-SANGUINEUS-PALERMO,vectors,VECTORNET_CURATED,Rhipicephalus sanguineus,Rhipicephalus sanguineus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Sicilia,Palermo,Palermo,38.1157,13.3615,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Rhipicephalus sanguineus is a dog-associated tick vector; area layer centred on the menu city. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-RHIPICEPHALUS-SANGUINEUS-CAGLIARI,vectors,VECTORNET_CURATED,Rhipicephalus sanguineus,Rhipicephalus sanguineus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Sardegna,Cagliari,Cagliari,39.2238,9.1217,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Rhipicephalus sanguineus is a dog-associated tick vector; area layer centred on the menu city. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-DERMACENTOR-RETICULATUS-TORINO,vectors,VECTORNET_CURATED,Dermacentor reticulatus,Dermacentor reticulatus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Piemonte,Torino,Torino,45.0703,7.6869,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Dermacentor reticulatus layer uses conservative northern/Po-valley menu-city coverage. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-DERMACENTOR-RETICULATUS-CUNEO,vectors,VECTORNET_CURATED,Dermacentor reticulatus,Dermacentor reticulatus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Piemonte,Cuneo,Cuneo,44.3845,7.5427,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Dermacentor reticulatus layer uses conservative northern/Po-valley menu-city coverage. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-DERMACENTOR-RETICULATUS-MILANO,vectors,VECTORNET_CURATED,Dermacentor reticulatus,Dermacentor reticulatus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Lombardia,Milano,Milano,45.4642,9.1900,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Dermacentor reticulatus layer uses conservative northern/Po-valley menu-city coverage. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-DERMACENTOR-RETICULATUS-PAVIA,vectors,VECTORNET_CURATED,Dermacentor reticulatus,Dermacentor reticulatus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Lombardia,Pavia,Pavia,45.1847,9.1582,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Dermacentor reticulatus layer uses conservative northern/Po-valley menu-city coverage. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-DERMACENTOR-RETICULATUS-BRESCIA,vectors,VECTORNET_CURATED,Dermacentor reticulatus,Dermacentor reticulatus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Lombardia,Brescia,Brescia,45.5416,10.2118,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Dermacentor reticulatus layer uses conservative northern/Po-valley menu-city coverage. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-DERMACENTOR-RETICULATUS-VERONA,vectors,VECTORNET_CURATED,Dermacentor reticulatus,Dermacentor reticulatus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Veneto,Verona,Verona,45.4384,10.9916,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Dermacentor reticulatus layer uses conservative northern/Po-valley menu-city coverage. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-DERMACENTOR-RETICULATUS-PADOVA,vectors,VECTORNET_CURATED,Dermacentor reticulatus,Dermacentor reticulatus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Veneto,Padova,Padova,45.4064,11.8768,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Dermacentor reticulatus layer uses conservative northern/Po-valley menu-city coverage. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-DERMACENTOR-RETICULATUS-BOLOGNA,vectors,VECTORNET_CURATED,Dermacentor reticulatus,Dermacentor reticulatus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Emilia-Romagna,Bologna,Bologna,44.4949,11.3426,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Dermacentor reticulatus layer uses conservative northern/Po-valley menu-city coverage. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-DERMACENTOR-RETICULATUS-PARMA,vectors,VECTORNET_CURATED,Dermacentor reticulatus,Dermacentor reticulatus,tick_present_area,1,2026-01-01,2026-06-03,Italy,Emilia-Romagna,Parma,Parma,44.8015,10.3279,35,#6D28D9,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/tick-maps,"Tick distribution context from ECDC/VectorNet tick maps. Dermacentor reticulatus layer uses conservative northern/Po-valley menu-city coverage. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-PHLEBOTOMUS-PERNICIOSUS-GENOVA,vectors,VECTORNET_CURATED,Phlebotomus perniciosus,Phlebotomus perniciosus,sandfly_present_area,1,2026-01-01,2026-06-03,Italy,Liguria,Genova,Genova,44.4048,8.9444,45,#9333EA,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/phlebotomine-maps,"Phlebotomine sandfly context from ECDC/VectorNet maps; relevant to Leishmania transmission ecology. Area layer, not a clinical case. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-PHLEBOTOMUS-PERNICIOSUS-GROSSETO,vectors,VECTORNET_CURATED,Phlebotomus perniciosus,Phlebotomus perniciosus,sandfly_present_area,1,2026-01-01,2026-06-03,Italy,Toscana,Grosseto,Grosseto,42.7635,11.1124,45,#9333EA,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/phlebotomine-maps,"Phlebotomine sandfly context from ECDC/VectorNet maps; relevant to Leishmania transmission ecology. Area layer, not a clinical case. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-PHLEBOTOMUS-PERNICIOSUS-ROMA,vectors,VECTORNET_CURATED,Phlebotomus perniciosus,Phlebotomus perniciosus,sandfly_present_area,1,2026-01-01,2026-06-03,Italy,Lazio,Roma,Roma,41.9028,12.4964,45,#9333EA,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/phlebotomine-maps,"Phlebotomine sandfly context from ECDC/VectorNet maps; relevant to Leishmania transmission ecology. Area layer, not a clinical case. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-PHLEBOTOMUS-PERNICIOSUS-NAPOLI,vectors,VECTORNET_CURATED,Phlebotomus perniciosus,Phlebotomus perniciosus,sandfly_present_area,1,2026-01-01,2026-06-03,Italy,Campania,Napoli,Napoli,40.8518,14.2681,45,#9333EA,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/phlebotomine-maps,"Phlebotomine sandfly context from ECDC/VectorNet maps; relevant to Leishmania transmission ecology. Area layer, not a clinical case. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-PHLEBOTOMUS-PERNICIOSUS-CASERTA,vectors,VECTORNET_CURATED,Phlebotomus perniciosus,Phlebotomus perniciosus,sandfly_present_area,1,2026-01-01,2026-06-03,Italy,Campania,Caserta,Caserta,41.0747,14.3324,45,#9333EA,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/phlebotomine-maps,"Phlebotomine sandfly context from ECDC/VectorNet maps; relevant to Leishmania transmission ecology. Area layer, not a clinical case. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-PHLEBOTOMUS-PERNICIOSUS-BARI,vectors,VECTORNET_CURATED,Phlebotomus perniciosus,Phlebotomus perniciosus,sandfly_present_area,1,2026-01-01,2026-06-03,Italy,Puglia,Bari,Bari,41.1171,16.8719,45,#9333EA,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/phlebotomine-maps,"Phlebotomine sandfly context from ECDC/VectorNet maps; relevant to Leishmania transmission ecology. Area layer, not a clinical case. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
VECTORNET-CURATED-2026-PHLEBOTOMUS-PERNICIOSUS-PALERMO,vectors,VECTORNET_CURATED,Phlebotomus perniciosus,Phlebotomus perniciosus,sandfly_present_area,1,2026-01-01,2026-06-03,Italy,Sicilia,Palermo,Palermo,38.1157,13.3615,45,#9333EA,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/phlebotomine-maps,"Phlebotomine sandfly context from ECDC/VectorNet maps; relevant to Leishmania transmission ecology. Area layer, not a clinical case. Count=1 means documented distribution/presence area, not number of observations. Circle radius reflects territorial aggregation, not case count."
